TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
com.baeldung.avltree.AVLTree,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,30,0.3,2,21,345,55243,1650055454234,1.0,1111111111111111111111111111111111111111111111111111111111111111111111111,1.0,11111111111111111111111111111111111111111111111111,1.0,111111,1,1,3,2,0.9775280898876404,1111111111111111111111011111111111111111111111111111111111111011111111111111111111111110111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111,1.0,1111111111,1.0,11111111,1.0,11111111,0.56,11111111111111110000000000000000000011111111110011
